policy_number,claim_date,claim_amount
22394,1/24/2016,162711.5518
21782,4/14/2015,162695.3573
7841,6/17/2011,162689.3546
1436,11/13/2014,162671.3921
27882,12/18/2015,162664.3026
21974,2/25/2015,162660.086
5836,5/29/2016,162629.5134
14520,4/25/2014,162627.6443
19300,5/12/2016,162597.921
4706,2/22/2016,162567.9114
16426,7/20/2013,162534.6714
23069,5/3/2017,162526.0523
4752,6/15/2011,162509.2241
22830,6/19/2013,162494.861
8365,6/8/2017,162485.2716
20576,6/19/2013,162484.0459
41,6/19/2016,162440.0938
17002,2/13/2012,162435.7699
29595,1/18/2013,162433.5871
5127,9/25/2013,162419.0002
26050,5/15/2017,162391.839
10381,9/3/2014,162382.2143
7291,4/29/2013,162351.5699
19210,8/15/2014,162346.2288
12448,1/21/2013,162338.522
7085,2/26/2012,162312.3369
25610,12/4/2016,162311.6908
15754,7/30/2015,162267.859
13454,10/12/2016,162259.8529
4957,11/21/2016,162210.0436
15179,8/22/2013,162161.4965
23934,3/2/2016,162126.2017
26056,8/14/2011,162105.1742
1030,6/20/2017,162101.8827
26679,8/8/2013,162101.6754
10158,10/27/2013,162059.7341
6404,3/29/2012,162059.5121
16245,12/16/2013,162032.4436
10788,9/27/2016,162025.6556
17537,7/27/2015,161998.0923
22095,7/18/2013,161989.1748
25499,9/7/2017,161989.0795
29981,1/5/2017,161974.5894
28500,4/12/2016,161966.123
18228,6/30/2016,161938.8359
17013,1/31/2015,161907.642
18483,9/18/2011,161898.3265
11046,4/5/2013,161896.1422
18461,5/6/2014,161863.0266
25482,10/13/2016,161862.2332
28320,4/10/2014,161819.1891
4377,6/7/2013,161788.6947
15222,9/8/2015,161764.5267
2421,8/13/2014,161760.402
26341,7/2/2017,161755.5953
16426,2/23/2015,161744.2431
24182,12/21/2011,161708.1762
15710,1/1/2016,161704.9964
19483,2/25/2017,161692.832
16537,1/8/2016,161690.0551
15329,10/27/2011,161670.7106
24189,2/11/2013,161661.1521
28593,1/7/2017,161653.8428
4771,3/5/2014,161645.4594
23278,1/16/2017,161630.0738
1405,6/25/2012,161627.6256
28989,3/13/2016,161625.4976
26495,3/7/2016,161601.1739
16013,5/20/2011,161595.5556
13664,6/10/2016,161576.5053
24481,12/17/2011,161558.1972
20669,7/26/2013,161537.2281
10429,8/4/2014,161528.0085
24573,4/25/2013,161500.7435
10900,8/7/2011,161492.048
8441,9/8/2012,161481.2683
18181,5/16/2016,161472.9384
20636,7/12/2017,161464.5064
524,11/3/2014,161447.4857
819,10/25/2017,161442.7049
15249,5/22/2013,161437.2511
25031,3/4/2017,161404.7754
10085,5/28/2012,161329.1486
18052,8/9/2011,161316.8975
9212,12/13/2013,161306.0689
4123,11/14/2011,161277.3544
12088,11/6/2011,161275.595
4603,12/1/2013,161262.8268
9319,8/21/2012,161250.6209
11883,6/30/2017,161217.895
26778,12/4/2013,161208.1889
9461,10/22/2017,161196.5225
11934,12/3/2015,161185.911
11160,8/5/2015,161147.0472
4473,9/26/2011,161092.6036
27187,10/4/2016,161087.1465
16214,7/29/2015,161081.8491
490,6/3/2015,161051.2241
1033,2/8/2012,161019.2344
20258,8/1/2011,160994.1142
6578,12/26/2014,160991.2135
22598,8/26/2015,160974.4528
17998,6/10/2013,160943.4657
5670,4/9/2015,160918.4288
300,12/26/2015,160874.4754
13699,11/6/2016,160804.0414
24431,12/24/2016,160796.6959
11983,4/22/2017,160775.0217
9320,5/19/2016,160770.0427
9511,10/20/2017,160765.1253
1505,10/26/2017,160748.272
1260,9/29/2017,160728.866
17636,10/22/2014,160718.0322
12429,5/16/2014,160657.0961
17916,2/23/2011,160652.6795
15777,3/14/2016,160642.7018
11796,1/7/2015,160629.4671
17299,12/23/2017,160611.7153
10448,11/12/2016,160604.8553
22676,6/26/2012,160545.3924
3028,10/4/2016,160516.317
7650,7/3/2013,160501.6996
12810,9/22/2016,160457.6475
3438,12/11/2012,160446.4683
1170,10/23/2011,160429.465
18246,10/31/2017,160414.5723
15726,9/11/2017,160366.7887
21999,12/2/2014,160365.8102
8308,3/9/2013,160363.1654
19102,4/12/2013,160350.3413
24051,1/16/2011,160296.0443
22124,5/29/2014,160295.1834
29581,2/20/2016,160294.1421
11498,7/1/2017,160285.2153
17626,3/3/2017,160284.7049
26289,12/25/2016,160208.1734
3338,3/16/2015,160208.0303
29705,5/4/2015,160202.5494
25709,12/24/2011,160200.7987
12896,5/20/2016,160162.388
9740,7/29/2012,160085.1403
11189,8/25/2013,160079.0094
15509,10/1/2012,160074.8234
20502,12/17/2016,160053.4705
23858,2/15/2014,160029.2795
9368,2/21/2016,159998.9655
2771,3/24/2015,159970.8315
23719,12/30/2012,159957.4575
27804,3/28/2017,159957.408
14004,9/20/2013,159926.1372
21666,5/14/2016,159916.2746
19764,5/28/2013,159910.5677
8531,4/19/2016,159860.1393
18937,1/19/2016,159846.665
4174,3/23/2011,159844.6632
14927,4/19/2015,159826.4432
20462,2/21/2014,159810.88
13456,10/19/2017,159803.6233
20331,3/28/2013,159791.0504
1661,10/29/2017,159753.5048
22218,4/4/2016,159706.4158
24182,1/23/2015,159688.8182
22279,6/16/2013,159627.5798
2408,9/29/2017,159608.3752
13755,5/24/2015,159585.2821
6000,8/15/2012,159565.3947
12667,10/8/2017,159525.816
8757,11/14/2013,159498.8819
13172,4/15/2014,159494.4562
9366,10/25/2012,159424.5869
23438,9/15/2016,159408.6287
24235,6/22/2011,159403.1989
15785,2/4/2017,159382.402
27740,8/25/2013,159379.8776
28120,10/14/2015,159368.577
10387,4/20/2014,159325.0026
15736,6/15/2012,159314.1344
12146,10/28/2016,159310.2822
12807,5/10/2017,159297.5188
23669,10/19/2016,159287.6403
10823,4/18/2012,159243.4152
19099,10/20/2013,159233.1988
29920,4/2/2015,159185.8214
1188,4/4/2015,159170.7265
29610,9/10/2015,159170.2744
19286,2/27/2015,159158.0446
20325,12/15/2012,159137.8386
28618,7/19/2017,159089.8263
21719,8/26/2012,159084.2604
26617,8/16/2017,159075.7224
17751,10/14/2013,159072.9602
8215,11/15/2015,159039.2236
4083,5/20/2015,159038.2674
2101,8/20/2016,159037.4072
2321,9/12/2013,159008.885
22867,12/18/2015,159000.1035
16665,11/10/2014,158994.6456
4538,12/31/2014,158952.0705
28238,9/29/2014,158926.2344
21320,10/24/2017,158844.7172
16816,3/8/2017,158813.5185
27286,6/3/2015,158782.0696
9835,4/12/2016,158766.6863
507,3/1/2013,158753.5892
27494,11/24/2017,158734.6731
7033,2/9/2013,158699.0905
25650,11/29/2013,158683.6581
17500,2/24/2016,158678.0695
13143,12/4/2011,158665.9662
27189,1/24/2017,158661.9165
8448,11/10/2011,158618.6598
17145,12/21/2012,158597.7679
20753,6/5/2014,158595.6777
1778,7/17/2016,158569.3954
11494,7/26/2016,158534.1714
3948,4/23/2016,158522.4692
15646,8/20/2014,158510.6346
24567,7/26/2015,158508.3611
18271,9/30/2014,158492.6453
17703,4/28/2016,158485.8696
27536,6/19/2013,158462.4214
224,7/15/2011,158438.6711
26375,4/29/2014,158386.574
461,5/31/2014,158383.5503
10806,1/2/2016,158374.4797
12110,7/29/2014,158368.3609
18271,11/11/2013,158367.6424
27302,10/24/2013,158336.2385
4037,11/16/2011,158324.851
18689,5/20/2016,158323.4912
6220,7/6/2014,158299.6521
11241,11/13/2015,158261.4993
19120,3/19/2013,158210.2266
16987,4/22/2011,158203.4044
1335,4/23/2011,158198.3819
2296,5/3/2015,158167.3808
27374,10/6/2014,158128.12
16326,10/11/2014,158124.0514
18826,7/14/2013,158116.2843
22174,12/24/2017,158104.5113
3170,6/24/2016,158082.0533
23714,10/8/2012,158079.9257
7028,11/21/2013,158063.9233
6391,8/3/2014,158061.8522
24574,11/10/2016,158050.012
24811,8/15/2012,158047.1064
13999,8/20/2012,158002.126
20133,5/31/2016,157956.6292
19094,11/9/2013,157952.303
8018,7/4/2012,157872.9143
12458,4/14/2014,157835.5505
28048,8/23/2011,157827.5708
29834,11/17/2015,157808.0422
17047,11/10/2014,157803.5731
11076,1/23/2015,157803.0779
16217,7/6/2015,157774.9252
26922,3/30/2012,157757.1458
4321,5/18/2014,157749.2485
17397,6/20/2015,157705.5137
8342,1/12/2015,157682.3508
11066,5/5/2013,157629.4278
4209,9/14/2011,157612.8432
28607,8/4/2011,157604.5885
24985,4/17/2015,157592.4102
19626,7/1/2017,157581.2713
24058,10/13/2017,157551.7149
23439,5/27/2014,157534.6357
23508,10/13/2017,157495.7226
5092,10/22/2012,157493.6901
29910,3/11/2016,157484.3137
17281,2/6/2014,157469.8647
24916,6/26/2011,157456.9944
25287,5/22/2011,157449.5104
19095,9/14/2015,157423.165
22600,8/4/2011,157391.8746
15660,6/12/2013,157372.1575
23074,6/2/2013,157363.3871
17593,8/8/2014,157326.068
6183,1/1/2012,157301.765
14060,10/8/2011,157270.707
22784,5/17/2011,157268.2654
21753,7/20/2015,157261.1806
8107,11/12/2011,157212.372
4325,2/25/2012,157197.6354
2762,7/4/2011,157147.8965
862,4/16/2013,157130.5139
19039,7/11/2013,157128.9927
13692,2/25/2011,157088.4416
25650,11/29/2014,157072.9432
22103,3/31/2014,157065.2577
4408,12/18/2016,157058.246
1875,4/9/2016,157042.0812
19934,1/19/2014,157028.9904
24307,12/21/2013,156979.2433
10457,9/10/2015,156971.7688
26752,12/16/2016,156959.3666
27194,12/5/2017,156934.2459
2072,10/3/2017,156934.0464
25520,4/28/2012,156924.7189
25986,3/20/2017,156905.229
9858,6/26/2011,156901.0452
4390,1/4/2014,156899.7702
11155,8/26/2011,156891.9709
22223,6/1/2016,156847.6527
3587,12/11/2017,156812.9748
18483,3/30/2014,156811.3008
6005,10/8/2012,156801.3065
15655,3/7/2011,156788.3021
5372,10/18/2017,156775.1107
21457,5/17/2013,156748.8612
11494,6/20/2014,156723.4407
20311,6/1/2015,156680.7357
28460,9/5/2015,156676.5957
24308,3/28/2014,156621.3771
1476,12/12/2016,156615.9145
7684,2/23/2016,156613.3285
5031,3/20/2014,156536.1922
23456,4/30/2013,156528.3695
4768,10/4/2014,156523.2451
10710,10/28/2014,156431.9065
29661,12/20/2013,156431.1436
11350,11/5/2015,156390.1885
3728,9/25/2017,156383.8112
3693,3/9/2016,156372.432
6662,7/20/2016,156362.6976
11557,2/9/2015,156356.1266
27816,4/30/2012,156342.3443
16448,10/10/2016,156305.0278
16871,12/23/2013,156245.1316
15889,10/18/2011,156205.5439
1613,11/5/2017,156194.6003
15657,8/21/2015,156187.077
8857,9/16/2012,156174.3482
11103,7/10/2012,156137.3958
22857,6/2/2016,156136.8302
7357,11/14/2015,156136.0841
19443,1/15/2017,156124.9239
11234,3/18/2011,156098.0793
27484,11/30/2017,156084.5259
19589,8/17/2015,156082.7103
23079,11/13/2013,156078.4989
7187,3/9/2012,156074.5679
8592,10/11/2015,156072.0053
21052,4/26/2011,156042.8001
20329,9/30/2016,156034.4357
22550,11/20/2016,156016.885
16828,11/22/2014,156016.2812
18917,7/23/2015,156012.7257
16080,8/11/2012,155988.2147
13336,7/2/2015,155976.8665
27339,4/18/2014,155976.1382
7642,4/27/2017,155969.7132
11435,11/4/2014,155968.36
12110,5/14/2015,155962.3113
21173,3/6/2013,155956.3628
28016,7/19/2013,155929.9569
24687,6/22/2015,155928.1335
6262,6/22/2013,155909.6921
23369,1/4/2012,155890.9373
2949,4/3/2012,155859.5052
22002,12/27/2015,155858.8816
8432,5/22/2011,155853.9549
25690,4/16/2012,155827.9035
23951,4/19/2015,155776.524
13580,10/28/2013,155749.427
21321,5/31/2012,155734.3034
23090,8/13/2015,155726.6742
12584,7/9/2011,155674.946
28469,11/13/2014,155654.0097
26630,10/18/2013,155626.2622
13884,5/13/2016,155622.4985
229,1/13/2017,155619.1166
18024,6/23/2014,155608.2772
2252,4/2/2013,155586.2537
22612,8/9/2013,155573.4376
25894,10/28/2014,155534.8223
16255,1/4/2014,155526.4915
7400,1/5/2012,155508.8965
19398,10/27/2012,155496.3603
18303,12/19/2013,155466.5725
7435,11/18/2017,155446.8975
7416,10/25/2014,155384.0312
12896,10/20/2017,155378.3878
5897,5/13/2014,155363.3465
16690,3/1/2014,155356.8804
29470,5/27/2013,155355.5756
3516,3/13/2013,155327.4522
14765,6/14/2016,155278.837
27824,2/11/2016,155277.8242
12290,1/12/2015,155264.5054
14517,8/18/2015,155220.5809
3743,4/4/2011,155216.2132
22514,1/14/2015,155197.7829
18514,8/18/2017,155173.2343
1833,3/17/2017,155165.1168
17495,1/4/2012,155133.4106
270,5/28/2013,155133.2429
23052,10/19/2014,155131.6667
3228,4/4/2016,155122.0382
12301,11/26/2012,155108.4779
22572,5/6/2016,155096.1661
21107,6/11/2017,155055.2645
17500,5/14/2014,155050.2695
19680,3/5/2011,155016.3884
28459,5/27/2016,155006.7106
13400,7/21/2012,154986.2432
11104,9/9/2013,154964.9766
6415,11/16/2017,154930.8884
26724,1/27/2016,154894.8808
21046,6/18/2013,154858.8648
28848,10/15/2014,154835.2335
15644,4/6/2011,154834.4319
13580,8/31/2015,154829.0674
5901,4/20/2015,154810.9247
15650,3/3/2016,154775.5365
10755,10/29/2017,154775.5028
12137,11/27/2016,154728.1348
29981,1/22/2014,154716.8499
3559,8/11/2015,154714.2798
18312,7/9/2012,154709.6719
23360,12/30/2016,154696.7588
12003,4/5/2011,154686.4999
16171,7/15/2011,154660.5074
93,1/9/2014,154616.0444
9029,5/20/2015,154593.8739
10475,9/13/2016,154590.3081
26082,2/6/2012,154548.1754
11154,12/3/2013,154531.8953
11764,2/13/2014,154475.6486
24821,10/3/2011,154472.3859
28563,4/19/2015,154444.844
25977,12/27/2017,154435.1887
24056,3/17/2014,154428.3099
5614,3/7/2015,154376.4664
21407,10/4/2011,154236.3635
26800,5/27/2012,154234.0038
8887,10/20/2013,154202.9285
25022,6/20/2017,154192.1839
17234,12/30/2012,154164.2019
4729,9/5/2012,154162.1361
15890,9/5/2014,154161.178
8802,10/6/2017,154138.0198
3129,9/18/2015,154074.8478
25866,10/5/2011,154065.2949
28111,3/28/2012,154047.7193
18593,5/11/2013,153998.1031
411,1/24/2015,153988.6377
2664,4/3/2015,153970.1227
23593,6/21/2015,153953.986
24998,4/26/2014,153946.2201
7176,5/30/2015,153919.4839
13073,5/17/2014,153907.5266
13405,12/25/2017,153873.3336
12390,6/11/2016,153853.5122
7370,10/29/2016,153850.4737
19882,8/12/2016,153835.2665
11602,6/29/2012,153829.9209
16079,4/16/2016,153814.0434
14352,5/30/2015,153810.526
16180,7/25/2017,153796.4244
4157,7/22/2014,153795.6456
10399,7/27/2016,153789.8278
10500,8/9/2012,153781.4579
5446,12/4/2011,153759.0794
13158,10/28/2011,153739.6533
20881,2/6/2013,153730.0534
1058,7/5/2016,153726.3245
5113,4/8/2017,153701.441
28160,3/27/2011,153693.5717
23027,4/8/2017,153686.5235
15332,10/5/2017,153679.5728
6564,6/15/2014,153673.9296
21341,9/24/2013,153667.2324
19820,11/13/2014,153661.4666
7269,4/23/2011,153650.7224
6123,1/28/2011,153615.7081
6648,5/2/2016,153613.6902
27161,9/23/2017,153578.136
18387,4/15/2017,153567.4139
27063,4/13/2015,153554.6879
14532,9/24/2015,153506.6802
28623,11/2/2015,153493.4285
9581,1/12/2014,153491.8834
29369,5/28/2017,153484.5143
11219,5/26/2012,153467.3546
1365,7/1/2011,153434.1042
3251,1/29/2011,153418.4863
19156,9/19/2014,153358.0566
15909,12/4/2013,153330.3376
23545,2/6/2017,153326.4198
21701,11/28/2015,153316.8739
24948,2/26/2014,153298.0606
5907,9/16/2012,153272.8186
13880,3/17/2016,153268.7543
16013,6/15/2013,153268.1238
17636,9/23/2016,153258.4344
10324,3/7/2017,153202.8289
3480,9/18/2015,153186.7659
2321,12/1/2015,153179.382
9996,1/31/2017,153165.9557
16747,2/4/2014,153131.9719
11401,4/14/2011,153084.181
15398,5/3/2012,153059.843
14311,5/23/2017,153044.3198
18268,7/21/2013,153023.6543
23917,1/9/2015,153022.6023
6275,9/1/2016,153021.5631
132,4/5/2011,153018.6136
3330,11/12/2014,153013.8896
5303,10/7/2017,152975.1775
23377,1/26/2011,152966.6687
8319,3/27/2013,152966.6
12433,7/19/2013,152966.3432
25852,3/20/2015,152929.864
18424,11/3/2015,152927.6011
19374,7/28/2012,152911.5871
29851,11/9/2011,152908.0689
9421,11/18/2016,152906.9607
8696,4/23/2012,152884.1128
4083,7/9/2013,152856.7513
120,10/15/2013,152833.0943
24671,12/29/2016,152829.5198
4507,12/1/2012,152822.3834
2955,11/23/2011,152814.0818
21895,4/6/2011,152805.3044
4798,11/13/2015,152762.5181
12688,6/14/2017,152758.5205
27730,12/10/2012,152742.2318
10225,1/16/2017,152730.6336
19146,5/2/2012,152728.0789
4676,11/2/2013,152689.6311
22321,6/18/2013,152670.0793
15712,5/10/2016,152665.0479
5806,2/19/2013,152664.3283
18063,6/16/2017,152655.2933
23766,3/2/2016,152629.0905
9540,3/19/2013,152627.8373
18795,7/31/2017,152617.0651
25959,6/18/2012,152608.0582
27552,8/6/2014,152588.2188
14737,3/11/2016,152578.8832
27482,1/14/2014,152565.3394
8703,6/26/2012,152530.8817
13372,11/7/2012,152416.7108
23269,10/22/2017,152406.0158
20225,12/31/2011,152388.9571
10337,8/31/2014,152386.3398
11853,10/13/2012,152296.2631
10415,11/7/2015,152272.0668
4152,3/24/2011,152257.5829
7151,11/7/2014,152249.9556
2075,12/13/2014,152234.7618
2313,6/8/2011,152222.7178
24700,11/3/2014,152194.9208
8058,7/12/2012,152194.1767
24104,7/21/2011,152183.5765
22726,6/14/2015,152163.1102
24653,12/3/2015,152153.5357
9329,3/31/2014,152151.221
18764,10/30/2016,152089.4187
15788,11/18/2011,152060.935
21701,7/4/2016,152058.2551
632,1/10/2015,152051.6103
2685,11/27/2015,152034.7172
15740,1/25/2016,152002.0548
14614,3/28/2011,151963.164
4531,8/18/2017,151907.6942
19329,1/5/2013,151889.6524
15652,9/14/2012,151885.9893
17789,2/25/2017,151830.0282
13655,10/10/2016,151827.1523
25342,10/9/2014,151772.498
22768,8/4/2012,151725.972
26466,8/15/2017,151712.4396
7917,5/17/2014,151700.4851
18068,12/13/2011,151697.8649
2525,5/28/2017,151692.0145
12934,9/5/2017,151685.519
1228,7/30/2011,151679.2454
16056,8/20/2017,151658.8972
21134,8/24/2015,151656.1243
11241,9/16/2014,151651.6067
7029,1/4/2014,151614.9985
19254,10/2/2016,151579.5804
9944,3/12/2014,151568.6126
14132,8/27/2013,151561.2511
7977,11/1/2014,151536.4218
12430,10/10/2011,151531.5666
981,12/30/2017,151526.7061
6424,6/26/2012,151522.4274
23150,8/25/2011,151514.351
7070,7/9/2011,151492.2898
10256,2/14/2016,151484.3379
1013,11/24/2011,151459.9809
28388,10/22/2014,151454.8213
26852,8/8/2015,151439.6885
11498,5/24/2011,151400.744
29468,1/30/2012,151378.4282
7310,3/15/2017,151376.7659
16760,12/18/2015,151302.8462
15353,5/30/2017,151302.0953
19127,11/25/2017,151260.732
19782,4/12/2013,151254.4267
14183,8/11/2015,151234.384
6815,1/18/2012,151231.175
8030,11/6/2012,151218.2008
1017,11/27/2012,151215.8442
6834,8/25/2011,151177.9349
7264,1/14/2016,151169.6184
11060,3/16/2016,151158.412
13372,10/18/2011,151142.4793
456,8/31/2015,151131.2959
13992,10/5/2013,151117.4024
16216,12/19/2014,151117.083
16150,12/15/2014,151114.2914
1773,1/8/2014,151095.1264
14663,1/30/2016,151092.9663
11361,9/4/2014,151059.2118
11087,7/13/2013,151055.4618
26250,8/1/2017,151051.8626
969,5/16/2011,151050.2972
2682,7/10/2014,151043.2251
25773,11/3/2013,151041.0662
21188,5/19/2011,151037.1601
11077,10/26/2017,151021.9669
23944,11/13/2013,151013.0587
13532,8/17/2011,151007.1848
11450,11/6/2011,150980.3873
24106,5/19/2017,150967.4566
13102,9/27/2013,150943.7641
4768,9/26/2013,150935.7134
1315,4/9/2015,150928.7027
10050,7/20/2011,150917.5999
13425,5/6/2015,150900.6064
4348,2/2/2014,150891.6567
20082,2/2/2015,150883.9062
300,2/19/2014,150872.2319
12358,3/16/2012,150871.4157
14766,7/15/2014,150869.2024
1188,2/6/2014,150861.3097
15075,10/31/2011,150856.1965
3117,12/21/2012,150838.6331
25941,3/17/2016,150828.387
5500,5/19/2014,150816.6577
671,10/1/2013,150806.7193
15909,9/29/2014,150803.3918
15778,9/7/2017,150792.8143
20096,1/28/2013,150753.5754
2466,11/1/2013,150748.4255
24004,4/23/2016,150747.1132
19550,7/28/2012,150730.8014
3416,7/24/2013,150717.1802
3847,1/28/2014,150704.8315
994,2/2/2013,150670.222
21119,5/19/2014,150656.9384
14478,2/25/2015,150635.1922
16204,7/15/2012,150617.7245
19579,2/2/2015,150605.2974
29368,7/6/2012,150589.1888
14472,8/9/2013,150585.9203
10741,12/28/2013,150572.8408
27874,11/29/2011,150567.5551
16226,6/25/2013,150567.3564
13027,12/31/2012,150529.6815
28831,10/30/2017,150518.1297
15179,8/6/2011,150458.4227
25909,7/23/2015,150458.264
10201,1/24/2013,150421.838
28353,1/20/2013,150406.079
17839,11/30/2017,150390.1594
13586,4/21/2017,150345.9946
16087,3/10/2015,150272.1046
22353,8/22/2017,150260.8613
11066,11/1/2012,150247.9899
8894,10/4/2013,150225.5861
8282,10/14/2013,150217.4653
7973,3/28/2014,150200.1609
24483,10/11/2017,150178.5594
22818,4/27/2015,150178.2488
198,4/12/2015,150158.5694
18426,1/22/2015,150153.7734
9692,8/15/2011,150149.5855
10403,6/29/2013,150144.9985
20655,11/19/2016,150140.8877
6652,8/14/2017,150136.8771
13212,8/3/2017,150123.7354
18645,11/22/2012,150062.6547
14684,7/8/2012,150056.901
2572,2/9/2013,150042.4068
21016,5/14/2012,150024.0386
5577,5/5/2014,150015.9166
16998,8/28/2016,149976.4394
27583,1/3/2011,149959.7937
14924,8/17/2013,149957.2056
17949,7/1/2017,149949.5906
26546,12/23/2011,149934.8565
2711,2/16/2012,149916.4343
